,region,neighbourhood,longitude,latitude,room_type,price,number_of_reviews,booking_activity,log_reviews
5953,Central,Ratchathewi,100.53839,13.75085,Entire home/apt,2500,6,196,1.9459101490553132
5954,Central,Ratchathewi,100.53872,13.75084,Entire home/apt,2200,11,212,2.4849066497880004
5961,Central,Vadhana,100.58675,13.71907,Private room,950,8,102,2.1972245773362196
5962,Central,Ratchathewi,100.54648,13.75068,Entire home/apt,900,0,1,0.0
5965,Central,Ratchathewi,100.5387,13.75083,Entire home/apt,1315,92,276,4.532599493153256
5968,Central,Khlong Toei,100.56965,13.72982,Private room,2600,12,35,2.5649493574615367
5970,Central,Khlong Toei,100.55505,13.7393,Hotel room,1300,16,8,2.833213344056216
5971,Central,Parthum Wan,100.5439,13.74019,Entire home/apt,2597,0,0,0.0
5972,Central,Vadhana,100.58984,13.72057,Private room,659,59,150,4.0943445622221
5975,Central,Ratchathewi,100.52657,13.75708,Hotel room,2600,1,7,0.6931471805599453
5977,Central,Ratchathewi,100.53748,13.75545,Entire home/apt,1500,49,107,3.912023005428146
5980,Central,Khlong Toei,100.56274,13.72673,Entire home/apt,1400,56,33,4.04305126783455
5983,Central,Vadhana,100.5529,13.74699,Private room,1000,0,7,0.0
5989,Central,Vadhana,100.55934,13.74469,Hotel room,3331,22,27,3.1354942159291497
5990,Central,Vadhana,100.59519,13.72745,Entire home/apt,1550,0,0,0.0
5991,Central,Ratchathewi,100.53906,13.75082,Entire home/apt,2071,12,200,2.5649493574615367
5992,Central,Khlong Toei,100.56496616990064,13.731129932843352,Private room,649,20,64,3.044522437723423
6001,Central,Khlong Toei,100.58126,13.72168,Private room,899,30,8,3.4339872044851463
6003,Central,Vadhana,100.56111,13.73733,Entire home/apt,2966,102,252,4.634728988229636
6011,Central,Khlong Toei,100.56713,13.72273,Private room,2100,0,0,0.0
6012,Central,Parthum Wan,100.54217,13.73901,Entire home/apt,3900,1,0,0.6931471805599453
6014,Central,Khlong Toei,100.57992,13.72027,Private room,999,11,10,2.4849066497880004
6016,Central,Khlong Toei,100.57929,13.72102,Private room,999,3,15,1.3862943611198906
6017,Central,Khlong Toei,100.57944,13.72109,Private room,499,30,14,3.4339872044851463
6018,Central,Ratchathewi,100.53324,13.75486,Entire home/apt,2200,65,21,4.189654742026425
6023,Central,Ratchathewi,100.53905,13.75133,Entire home/apt,2950,5,233,1.791759469228055
6024,Central,Ratchathewi,100.54814,13.74889,Entire home/apt,2500,9,306,2.302585092994046
6025,Central,Vadhana,100.55744,13.7434,Entire home/apt,1801,114,78,4.74493212836325
6031,Central,Vadhana,100.55624,13.74412,Entire home/apt,1526,37,29,3.6375861597263857
6032,Central,Ratchathewi,100.53936,13.76076,Entire home/apt,960,102,46,4.634728988229636
6034,Central,Ratchathewi,100.52541,13.75711,Hotel room,2700,1,7,0.6931471805599453
6038,Central,Ratchathewi,100.53906,13.75089,Entire home/apt,2697,10,217,2.3978952727983707
6039,Central,Parthum Wan,100.53706,13.74923,Entire home/apt,2606,4,217,1.6094379124341003
6040,Central,Ratchathewi,100.53893,13.75132,Entire home/apt,3474,31,257,3.4657359027997265
6042,Central,Ratchathewi,100.53707,13.7511,Entire home/apt,2423,12,216,2.5649493574615367
6043,Central,Ratchathewi,100.5391,13.75103,Entire home/apt,1189,12,203,2.5649493574615367
6044,Central,Ratchathewi,100.5376,13.75108,Entire home/apt,1189,4,207,1.6094379124341003
6049,Central,Vadhana,100.57245,13.72928,Hotel room,1400,16,365,2.833213344056216
6050,Central,Vadhana,100.55957,13.74471,Hotel room,3446,8,24,2.1972245773362196
6062,Central,Vadhana,100.55741,13.74474,Entire home/apt,1854,48,207,3.8918202981106265
6071,Central,Vadhana,100.57392,13.73201,Entire home/apt,4000,1,7,0.6931471805599453
6073,Central,Parthum Wan,100.54068,13.74947,Entire home/apt,1650,61,284,4.127134385045092
6074,Central,Vadhana,100.5574,13.7419,Entire home/apt,1870,42,189,3.7612001156935624
6075,Central,Vadhana,100.55737,13.74237,Entire home/apt,1854,40,212,3.713572066704308
6076,Central,Vadhana,100.55607,13.74159,Entire home/apt,1760,52,214,3.970291913552122
6079,Central,Khlong Toei,100.56274,13.73474,Entire home/apt,3117,152,241,5.030437921392435
6084,Central,Vadhana,100.59706,13.73733,Entire home/apt,1900,0,186,0.0
6087,Central,Vadhana,100.60482,13.70748,Entire home/apt,2597,0,0,0.0
6089,Central,Khlong Toei,100.5874,13.71602,Hotel room,480,20,365,3.044522437723423
6092,Central,Vadhana,100.55816,13.73905,Entire home/apt,1888,56,321,4.04305126783455
6093,Central,Vadhana,100.58914,13.71871,Entire home/apt,1100,63,35,4.1588830833596715
6096,Central,Khlong Toei,100.58911,13.71559,Hotel room,700,24,365,3.2188758248682006
6115,Central,Vadhana,100.60264,13.70585,Entire home/apt,999,8,279,2.1972245773362196
6118,Central,Parthum Wan,100.53717,13.74965,Entire home/apt,2469,2,230,1.0986122886681098
6121,Central,Vadhana,100.56567,13.74011,Entire home/apt,990,7,199,2.0794415416798357
6126,Central,Khlong Toei,100.56274,13.73474,Entire home/apt,2379,140,198,4.948759890378168
6128,Central,Ratchathewi,100.53044,13.75228,Shared room,400,0,0,0.0
6131,Central,Vadhana,100.57184,13.7344,Entire home/apt,1221,39,288,3.6888794541139363
6135,Central,Khlong Toei,100.59342,13.71256,Entire home/apt,850,0,185,0.0
6136,Central,Khlong Toei,100.58498,13.71719,Private room,1259,32,99,3.4965075614664802
6137,Central,Vadhana,100.55201,13.74549,Private room,650,1,13,0.6931471805599453
6139,Central,Parthum Wan,100.55002,13.74366,Private room,750,12,41,2.5649493574615367
6140,Central,Khlong Toei,100.5596,13.7356,Entire home/apt,1700,9,365,2.302585092994046
6143,Central,Ratchathewi,100.53018,13.7536,Shared room,400,0,0,0.0
6145,Central,Vadhana,100.56567,13.74011,Entire home/apt,990,9,276,2.302585092994046
6147,Central,Ratchathewi,100.55726,13.74968,Entire home/apt,1657,17,222,2.8903717578961645
6154,Central,Vadhana,100.56567,13.74011,Entire home/apt,1290,2,365,1.0986122886681098
6158,Central,Vadhana,100.56805,13.73451,Hotel room,3720,62,24,4.143134726391533
6159,Central,Vadhana,100.56804,13.73448,Hotel room,3720,57,24,4.060443010546419
6163,Central,Khlong Toei,100.55617,13.73603,Entire home/apt,1000,0,187,0.0
6165,Central,Khlong Toei,100.55388,13.71482,Private room,1000,0,3,0.0
6169,Central,Khlong Toei,100.55854,13.73707,Entire home/apt,750,15,35,2.772588722239781
6180,Central,Khlong Toei,100.58823,13.71522,Hotel room,520,2,365,1.0986122886681098
6186,Central,Ratchathewi,100.52135,13.7582,Private room,1200,31,191,3.4657359027997265
6190,Central,Vadhana,100.55986,13.74614,Hotel room,6374,30,23,3.4339872044851463
6193,Central,Vadhana,100.56567,13.74011,Entire home/apt,3599,0,343,0.0
6194,Central,Vadhana,100.55805,13.7464,Hotel room,3173,18,21,2.9444389791664403
6197,Central,Vadhana,100.59272,13.72653,Entire home/apt,5025,0,0,0.0
6200,Central,Ratchathewi,100.54369354248048,13.758228302001951,Private room,1599,27,7,3.332204510175204
6201,Central,Ratchathewi,100.5439682006836,13.75872802734375,Private room,1599,3,7,1.3862943611198906
6203,Central,Khlong Toei,100.59377,13.70382,Entire home/apt,1500,8,227,2.1972245773362196
6204,Central,Vadhana,100.5525,13.74554,Entire home/apt,1800,4,298,1.6094379124341003
6205,Central,Parthum Wan,100.54884,13.74273,Private room,5691,7,8,2.0794415416798357
6206,Central,Khlong Toei,100.59565,13.70568,Entire home/apt,700,46,239,3.8501476017100584
6211,Central,Parthum Wan,100.54918,13.74452,Private room,5323,7,9,2.0794415416798357
6212,Central,Vadhana,100.5528,13.7457,Entire home/apt,1800,11,337,2.4849066497880004
6213,Central,Vadhana,100.5544,13.74389,Entire home/apt,1700,70,299,4.2626798770413155
6227,Central,Vadhana,100.60046,13.70788,Entire home/apt,1500,0,186,0.0
6229,Central,Vadhana,100.55801,13.74518,Hotel room,3331,14,15,2.70805020110221
6233,Central,Khlong Toei,100.589,13.70123,Private room,800,0,7,0.0
6235,Central,Vadhana,100.55739,13.74436,Entire home/apt,1667,0,0,0.0
6240,Central,Vadhana,100.5808,13.73164,Private room,2500,4,63,1.6094379124341003
6242,Central,Vadhana,100.56082,13.73785,Entire home/apt,1880,1,0,0.6931471805599453
6245,Central,Khlong Toei,100.57612,13.72192,Entire home/apt,1253,80,301,4.394449154672439
6246,Central,Ratchathewi,100.53247,13.75444,Private room,550,6,16,1.9459101490553132
6248,Central,Ratchathewi,100.55516,13.75042,Entire home/apt,1349,9,365,2.302585092994046
6250,Central,Vadhana,100.55534,13.74333,Entire home/apt,2000,23,19,3.1780538303479458
6251,Central,Vadhana,100.5684,13.73525,Entire home/apt,1800,6,83,1.9459101490553132
6252,Central,Parthum Wan,100.5492,13.74462,Entire home/apt,1750,0,190,0.0
6253,Central,Khlong Toei,100.57725,13.72365,Entire home/apt,2271,47,302,3.871201010907891
6257,Central,Vadhana,100.60285,13.70571,Entire home/apt,1770,21,281,3.091042453358316
6259,Central,Vadhana,100.55933,13.74726,Entire home/apt,1533,94,289,4.553876891600541
6264,Central,Ratchathewi,100.56155,13.74833,Entire home/apt,4000,0,275,0.0
6265,Central,Vadhana,100.55387,13.74538,Private room,1000,0,4,0.0
6267,Central,Vadhana,100.58933,13.72944,Entire home/apt,3500,19,188,2.995732273553991
6270,Central,Ratchathewi,100.54818,13.74935,Entire home/apt,2057,2,365,1.0986122886681098
6271,Central,Ratchathewi,100.56172,13.74973,Private room,1383,0,186,0.0
6277,Central,Vadhana,100.55956,13.74665,Hotel room,3359,6,36,1.9459101490553132
6278,Central,Vadhana,100.55773,13.74635,Hotel room,3331,18,26,2.9444389791664403
6279,Central,Vadhana,100.55825,13.7449,Hotel room,5089,87,13,4.477336814478207
6280,Central,Parthum Wan,100.52157,13.73738,Hotel room,1389,6,81,1.9459101490553132
6288,Central,Vadhana,100.55816,13.74768,Entire home/apt,1200,89,212,4.499809670330265
6290,Central,Parthum Wan,100.5217,13.73754,Hotel room,1175,4,69,1.6094379124341003
6291,Central,Vadhana,100.57449,13.72913,Entire home/apt,1733,10,94,2.3978952727983707
6296,Central,Vadhana,100.60278,13.70619,Private room,1170,1,276,0.6931471805599453
6303,Central,Vadhana,100.59854,13.73232,Hotel room,1700,0,1,0.0
6307,Central,Vadhana,100.55592,13.74305,Entire home/apt,2750,5,365,1.791759469228055
6315,Central,Vadhana,100.55564,13.74337,Entire home/apt,5393,37,349,3.6375861597263857
6317,Central,Parthum Wan,100.54989,13.74711,Entire home/apt,3543,10,349,2.3978952727983707
6318,Central,Khlong Toei,100.55733,13.73475,Entire home/apt,3659,119,308,4.787491742782046
6326,Central,Vadhana,100.55514,13.7474,Hotel room,2043,2,0,1.0986122886681098
6328,Central,Vadhana,100.55499,13.74589,Hotel room,1839,7,0,2.0794415416798357
6329,Central,Vadhana,100.55786,13.74526,Entire home/apt,3450,0,4,0.0
6331,Central,Parthum Wan,100.55039,13.74344,Entire home/apt,2800,12,5,2.5649493574615367
6336,Central,Vadhana,100.55602,13.74235,Entire home/apt,4179,20,365,3.044522437723423
6340,Central,Khlong Toei,100.5618,13.7338,Hotel room,4774,13,365,2.6390573296152584
6341,Central,Ratchathewi,100.53619,13.7524,Private room,1525,0,11,0.0
6345,Central,Vadhana,100.56567,13.74011,Entire home/apt,990,11,24,2.4849066497880004
6348,Central,Parthum Wan,100.52543,13.74761,Shared room,500,2,5,1.0986122886681098
6352,Central,Khlong Toei,100.56318,13.71889,Entire home/apt,1919,88,243,4.48863636973214
6353,Central,Parthum Wan,100.54932,13.74483,Entire home/apt,4986,13,13,2.6390573296152584
6354,Central,Khlong Toei,100.5895,13.71617,Hotel room,660,5,365,1.791759469228055
6355,Central,Parthum Wan,100.54944,13.74271,Entire home/apt,2590,24,11,3.2188758248682006
6366,Central,Khlong Toei,100.5680160522461,13.728261947631836,Entire home/apt,1608,81,299,4.406719247264253
6367,Central,Khlong Toei,100.59291,13.70305,Entire home/apt,1200,1,41,0.6931471805599453
6375,Central,Ratchathewi,100.5269,13.75658,Hotel room,700,0,7,0.0
6377,Central,Khlong Toei,100.59485,13.70642,Entire home/apt,600,12,365,2.5649493574615367
6378,Central,Khlong Toei,100.59387,13.70326,Entire home/apt,1000,15,365,2.772588722239781
6379,Central,Khlong Toei,100.59211,13.70306,Entire home/apt,1000,14,365,2.70805020110221
6380,Central,Khlong Toei,100.57532,13.71832,Entire home/apt,1581,7,3,2.0794415416798357
6381,Central,Ratchathewi,100.53668,13.75446,Private room,1770,1,18,0.6931471805599453
6383,Central,Khlong Toei,100.56862,13.7264,Entire home/apt,900,47,272,3.871201010907891
6388,Central,Vadhana,100.59264,13.71618,Private room,750,1,3,0.6931471805599453
6398,Central,Khlong Toei,100.59119,13.7146,Private room,890,0,0,0.0
6399,Central,Parthum Wan,100.54847,13.74502,Entire home/apt,3536,13,70,2.6390573296152584
6400,Central,Parthum Wan,100.54862,13.74565,Entire home/apt,3414,19,96,2.995732273553991
6401,Central,Vadhana,100.58961,13.73963,Entire home/apt,999,44,304,3.8066624897703196
6406,Central,Khlong Toei,100.56487,13.71966,Entire home/apt,1933,76,241,4.343805421853684
6408,Central,Khlong Toei,100.58763,13.71567,Hotel room,820,18,365,2.9444389791664403
6410,Central,Khlong Toei,100.58916,13.71529,Hotel room,940,7,365,2.0794415416798357
6415,Central,Khlong Toei,100.5669,13.72393,Entire home/apt,1719,78,100,4.3694478524670215
6416,Central,Khlong Toei,100.56231,13.73389,Entire home/apt,2629,130,187,4.875197323201151
6418,Central,Vadhana,100.59021,13.73891,Entire home/apt,900,13,306,2.6390573296152584
6420,Central,Vadhana,100.5762,13.72963,Entire home/apt,1108,9,313,2.302585092994046
6421,Central,Vadhana,100.55262,13.74733,Entire home/apt,1800,6,337,1.9459101490553132
6426,Central,Khlong Toei,100.56447,13.71966,Entire home/apt,1933,63,231,4.1588830833596715
6430,Central,Khlong Toei,100.57559,13.71986,Entire home/apt,1316,61,286,4.127134385045092
6466,Central,Ratchathewi,100.53355,13.7555,Private room,3900,3,190,1.3862943611198906
6473,Central,Khlong Toei,100.55919,13.7351,Entire home/apt,2057,60,4,4.110873864173311
6474,Central,Vadhana,100.55408,13.74751,Entire home/apt,1800,6,336,1.9459101490553132
6476,Central,Vadhana,100.55345,13.74561,Entire home/apt,2000,3,336,1.3862943611198906
6479,Central,Khlong Toei,100.55714,13.73385,Entire home/apt,2057,76,4,4.343805421853684
6523,Central,Ratchathewi,100.53797,13.75292,Shared room,420,3,1,1.3862943611198906
6525,Central,Ratchathewi,100.53625,13.7544,Shared room,571,0,30,0.0
6527,Central,Ratchathewi,100.53832,13.7528,Shared room,585,1,29,0.6931471805599453
6528,Central,Khlong Toei,100.56676,13.72658,Entire home/apt,3500,28,237,3.367295829986474
6531,Central,Ratchathewi,100.53531,13.75627,Private room,3100,0,190,0.0
6532,Central,Ratchathewi,100.53227,13.75622,Entire home/apt,3666,152,48,5.030437921392435
6544,Central,Khlong Toei,100.58741,13.71536,Hotel room,660,4,365,1.6094379124341003
6550,Central,Ratchathewi,100.53546,13.75583,Private room,3100,0,190,0.0
6560,Central,Khlong Toei,100.57809,13.72337,Entire home/apt,2200,0,0,0.0
6570,Central,Ratchathewi,100.53799,13.75048,Private room,3301,87,32,4.477336814478207
6571,Central,Khlong Toei,100.57705,13.72069,Entire home/apt,1500,18,365,2.9444389791664403
6579,Central,Khlong Toei,100.57197,13.72492,Entire home/apt,1200,3,365,1.3862943611198906
6584,Central,Khlong Toei,100.59944,13.70686,Private room,3948,0,0,0.0
6587,Central,Khlong Toei,100.55699,13.73615,Entire home/apt,2057,60,4,4.110873864173311
6589,Central,Vadhana,100.58874,13.74075,Entire home/apt,886,20,239,3.044522437723423
6591,Central,Khlong Toei,100.59575,13.71172,Entire home/apt,1700,11,247,2.4849066497880004
6595,Central,Ratchathewi,100.54284,13.75054,Entire home/apt,2089,31,311,3.4657359027997265
6596,Central,Vadhana,100.55881,13.74502,Entire home/apt,2190,74,129,4.31748811353631
6598,Central,Khlong Toei,100.55921,13.73445,Entire home/apt,2057,90,4,4.51085950651685
6599,Central,Khlong Toei,100.55735,13.73611,Entire home/apt,2057,34,4,3.5553480614894135
6603,Central,Khlong Toei,100.5934,13.7049,Entire home/apt,1429,20,365,3.044522437723423
6604,Central,Khlong Toei,100.59001,13.71307,Entire home/apt,1500,26,218,3.295836866004329
6607,Central,Vadhana,100.58241,13.73446,Entire home/apt,1590,10,215,2.3978952727983707
6610,Central,Khlong Toei,100.55764,13.73402,Entire home/apt,1107,6,239,1.9459101490553132
6614,Central,Khlong Toei,100.56448,13.73225,Private room,649,29,56,3.4011973816621555
6615,Central,Khlong Toei,100.56496616990064,13.731129932843352,Private room,649,11,21,2.4849066497880004
6617,Central,Ratchathewi,100.53148,13.75583,Hotel room,2300,11,189,2.4849066497880004
6618,Central,Ratchathewi,100.53645,13.75198,Shared room,350,3,7,1.3862943611198906
6619,Central,Ratchathewi,100.53505,13.75392,Private room,790,18,11,2.9444389791664403
6620,Central,Ratchathewi,100.53801,13.75044,Private room,2809,89,168,4.499809670330265
6621,Central,Ratchathewi,100.53801,13.75048,Private room,2687,55,133,4.02535169073515
6622,Central,Ratchathewi,100.538,13.75046,Private room,2284,77,141,4.356708826689592
6623,Central,Ratchathewi,100.53799,13.75049,Private room,2349,103,220,4.6443908991413725
6630,Central,Khlong Toei,100.59313,13.70532,Entire home/apt,1350,5,216,1.791759469228055
6637,Central,Ratchathewi,100.53618,13.7517,Private room,590,43,11,3.784189633918261
6639,Central,Vadhana,100.58856,13.73754,Entire home/apt,4000,5,163,1.791759469228055
6640,Central,Ratchathewi,100.5573,13.75061,Entire home/apt,1529,4,119,1.6094379124341003
6641,Central,Vadhana,100.56169,13.74026,Entire home/apt,2414,28,229,3.367295829986474
6646,Central,Ratchathewi,100.53504,13.75142,Entire home/apt,3938,12,184,2.5649493574615367
6649,Central,Ratchathewi,100.53625,13.75445,Shared room,455,0,1,0.0
6650,Central,Ratchathewi,100.53291,13.75396,Private room,3900,0,190,0.0
6654,Central,Vadhana,100.59073,13.73902,Entire home/apt,1400,1,63,0.6931471805599453
6659,Central,Khlong Toei,100.55368,13.73492,Entire home/apt,2000,4,38,1.6094379124341003
6660,Central,Khlong Toei,100.59382,13.70352,Entire home/apt,1200,3,11,1.3862943611198906
6661,Central,Ratchathewi,100.54567,13.75012,Hotel room,1467,43,365,3.784189633918261
6662,Central,Ratchathewi,100.54565,13.7501,Hotel room,1183,122,271,4.812184355372417
6663,Central,Ratchathewi,100.54562,13.75006,Hotel room,1597,17,365,2.8903717578961645
6666,Central,Ratchathewi,100.5377,13.75619,Entire home/apt,2446,14,291,2.70805020110221
6667,Central,Vadhana,100.58893,13.73939,Entire home/apt,1400,0,81,0.0
6668,Central,Khlong Toei,100.55446,13.73871,Entire home/apt,5200,12,220,2.5649493574615367
6669,Central,Khlong Toei,100.58356,13.71938,Entire home/apt,1400,0,94,0.0
6671,Central,Vadhana,100.59026,13.74138,Entire home/apt,1280,0,63,0.0
6672,Central,Khlong Toei,100.5588,13.73395,Entire home/apt,2057,101,4,4.624972813284271
6676,Central,Vadhana,100.55194,13.74772,Entire home/apt,600,3,365,1.3862943611198906
6678,Central,Ratchathewi,100.54007,13.75819,Private room,1250,18,220,2.9444389791664403
6679,Central,Vadhana,100.56312,13.74303,Entire home/apt,1100,33,44,3.5263605246161616
6680,Central,Ratchathewi,100.5399,13.75242,Entire home/apt,1629,47,239,3.871201010907891
6681,Central,Vadhana,100.59781,13.73043,Entire home/apt,3394,54,30,4.007333185232471
6682,Central,Khlong Toei,100.59156,13.71497,Entire home/apt,1489,99,241,4.605170185988092
6685,Central,Khlong Toei,100.56684,13.72651,Entire home/apt,1646,9,263,2.302585092994046
6687,Central,Ratchathewi,100.53486,13.75792,Private room,2300,4,191,1.6094379124341003
6691,Central,Vadhana,100.5671,13.74316,Hotel room,4000,24,197,3.2188758248682006
6693,Central,Khlong Toei,100.5638,13.73074,Private room,649,21,22,3.091042453358316
