,region,neighbourhood,longitude,latitude,room_type,price,number_of_reviews,booking_activity,log_reviews
5791,Southeast,Suanluang,100.63361,13.71279,Entire home/apt,800,40,8,3.713572066704308
5792,Southeast,Lat Krabang,100.74474,13.73709,Entire home/apt,1000,3,0,1.3862943611198906
5797,Southeast,Suanluang,100.60772,13.70656,Entire home/apt,350,11,242,2.4849066497880004
5798,Southeast,Phra Khanong,100.61432,13.69193,Private room,550,0,185,0.0
5803,Southeast,Pra Wet,100.64668,13.69541,Entire home/apt,690,0,44,0.0
5825,Southeast,Suanluang,100.60164,13.7433,Private room,1900,0,185,0.0
5844,Southeast,Bang Na,100.6147,13.684247,Entire home/apt,1090,0,365,0.0
5866,Southeast,Phra Khanong,100.62782,13.69037,Private room,2078,0,365,0.0
5876,Southeast,Bang Na,100.60375,13.67238,Entire home/apt,448,15,311,2.772588722239781
5883,Southeast,Phra Khanong,100.60845,13.69918,Entire home/apt,620,33,0,3.5263605246161616
5885,Southeast,Suanluang,100.61791,13.73469,Private room,400,1,7,0.6931471805599453
5931,Southeast,Suanluang,100.62701,13.73507,Entire home/apt,1050,3,187,1.3862943611198906
5959,Southeast,Phra Khanong,100.6027,13.70481,Entire home/apt,1628,0,276,0.0
5967,Southeast,Phra Khanong,100.61058,13.68759,Entire home/apt,999,0,275,0.0
5978,Southeast,Suanluang,100.60483,13.71132,Entire home/apt,499,0,361,0.0
6002,Southeast,Suanluang,100.6323,13.71416,Private room,890,0,0,0.0
6004,Southeast,Suanluang,100.63499,13.72647,Entire home/apt,1500,0,185,0.0
6041,Southeast,Suanluang,100.64815,13.73216,Hotel room,990,24,17,3.2188758248682006
6057,Southeast,Pra Wet,100.69988,13.72934,Entire home/apt,1800,0,188,0.0
6059,Southeast,Bang Na,100.65126,13.66806,Entire home/apt,2000,0,9,0.0
6060,Southeast,Phra Khanong,100.6059,13.68297,Private room,1200,13,0,2.6390573296152584
6065,Southeast,Phra Khanong,100.6142,13.69221,Private room,650,1,0,0.6931471805599453
6070,Southeast,Suanluang,100.62322,13.71081,Entire home/apt,1500,0,278,0.0
6086,Southeast,Bang Na,100.60642,13.6601,Entire home/apt,1350,49,5,3.912023005428146
6122,Southeast,Phra Khanong,100.60288,13.70389,Entire home/apt,442,0,291,0.0
6123,Southeast,Phra Khanong,100.60898,13.68602,Entire home/apt,729,12,86,2.5649493574615367
6125,Southeast,Bang Na,100.60328,13.6648,Entire home/apt,2500,0,186,0.0
6130,Southeast,Bang Na,100.60371,13.67262,Entire home/apt,525,13,60,2.6390573296152584
6138,Southeast,Phra Khanong,100.60636,13.69755,Entire home/apt,649,60,290,4.110873864173311
6151,Southeast,Bang Na,100.6086,13.67705,Entire home/apt,1000,0,186,0.0
6153,Southeast,Bang Na,100.60324,13.66405,Entire home/apt,1100,78,221,4.3694478524670215
6155,Southeast,Lat Krabang,100.78262,13.7193,Private room,850,10,275,2.3978952727983707
6156,Southeast,Bang Na,100.65107,13.66773,Entire home/apt,500,4,9,1.6094379124341003
6162,Southeast,Bang Na,100.59945,13.67118,Entire home/apt,750,3,97,1.3862943611198906
6173,Southeast,Phra Khanong,100.60776,13.69949,Entire home/apt,726,38,74,3.6635616461296463
6176,Southeast,Bang Na,100.6041,13.66557,Entire home/apt,700,61,90,4.127134385045092
6179,Southeast,Phra Khanong,100.61537,13.68493,Entire home/apt,1600,0,275,0.0
6202,Southeast,Bang Na,100.63426,13.66927,Private room,1400,0,278,0.0
6209,Southeast,Bang Na,100.60283,13.65932,Entire home/apt,750,18,1,2.9444389791664403
6214,Southeast,Bang Na,100.61136,13.68408,Entire home/apt,761,2,292,1.0986122886681098
6228,Southeast,Lat Krabang,100.78144,13.72049,Entire home/apt,2597,0,0,0.0
6234,Southeast,Phra Khanong,100.60808,13.68428,Entire home/apt,1800,1,275,0.6931471805599453
6237,Southeast,Suanluang,100.64791,13.73189,Hotel room,1010,6,16,1.9459101490553132
6238,Southeast,Bang Na,100.62693,13.66026,Private room,1500,3,0,1.3862943611198906
6241,Southeast,Bang Na,100.60677,13.66042,Entire home/apt,700,0,2,0.0
6244,Southeast,Bang Na,100.62792,13.65945,Private room,1500,2,0,1.0986122886681098
6247,Southeast,Bang Na,100.62554,13.65917,Private room,1500,1,186,0.6931471805599453
6249,Southeast,Bang Na,100.627,13.65926,Private room,1500,1,185,0.6931471805599453
6269,Southeast,Phra Khanong,100.60364,13.69051,Entire home/apt,598,43,326,3.784189633918261
6275,Southeast,Phra Khanong,100.60412,13.69853,Entire home/apt,550,76,268,4.343805421853684
6284,Southeast,Phra Khanong,100.6155,13.6856,Private room,700,6,190,1.9459101490553132
6286,Southeast,Bang Na,100.61133,13.68162,Entire home/apt,450,9,5,2.302585092994046
6287,Southeast,Lat Krabang,100.73452,13.72125,Entire home/apt,750,8,0,2.1972245773362196
6293,Southeast,Bang Na,100.63944,13.67364,Entire home/apt,2078,25,309,3.258096538021482
6359,Southeast,Pra Wet,100.69412,13.73293,Entire home/apt,1250,0,186,0.0
6361,Southeast,Phra Khanong,100.61826,13.68982,Entire home/apt,1500,0,185,0.0
6394,Southeast,Pra Wet,100.69747,13.73208,Entire home/apt,1500,0,276,0.0
6402,Southeast,Suanluang,100.6341,13.74314,Private room,835,0,274,0.0
6403,Southeast,Suanluang,100.63203,13.74389,Private room,835,3,0,1.3862943611198906
6488,Southeast,Phra Khanong,100.6084,13.68518,Entire home/apt,700,10,233,2.3978952727983707
6489,Southeast,Bang Na,100.60473,13.67204,Entire home/apt,889,77,68,4.356708826689592
6543,Southeast,Suanluang,100.63357,13.7065,Entire home/apt,2000,0,0,0.0
6562,Southeast,Pra Wet,100.69423,13.65803,Entire home/apt,2800,0,277,0.0
6586,Southeast,Lat Krabang,100.76495,13.72132,Private room,1032,807,17,6.694562058521095
6592,Southeast,Phra Khanong,100.60292,13.69614,Private room,1000,0,185,0.0
6605,Southeast,Suanluang,100.63036,13.72553,Private room,1200,0,0,0.0
6638,Southeast,Bang Na,100.6102,13.65907,Entire home/apt,957,0,7,0.0
6651,Southeast,Phra Khanong,100.60068,13.7038,Entire home/apt,1760,35,190,3.58351893845611
6657,Southeast,Phra Khanong,100.60506,13.69933,Private room,650,16,63,2.833213344056216
6692,Southeast,Phra Khanong,100.60147,13.70365,Entire home/apt,2000,0,292,0.0
6698,Southeast,Phra Khanong,100.61507,13.69163,Entire home/apt,1039,77,106,4.356708826689592
6702,Southeast,Phra Khanong,100.60417,13.70017,Entire home/apt,539,0,1,0.0
6704,Southeast,Phra Khanong,100.61486,13.68543,Entire home/apt,660,17,131,2.8903717578961645
6711,Southeast,Lat Krabang,100.72294,13.72139,Private room,800,2,365,1.0986122886681098
6718,Southeast,Phra Khanong,100.59633,13.69737,Private room,1000,0,3,0.0
6719,Southeast,Phra Khanong,100.60265,13.70332,Private room,1000,0,282,0.0
6733,Southeast,Pra Wet,100.69969,13.71462,Entire home/apt,1500,0,187,0.0
6734,Southeast,Suanluang,100.60567,13.74589,Private room,800,1,282,0.6931471805599453
6742,Southeast,Suanluang,100.60214,13.74514,Entire home/apt,700,8,155,2.1972245773362196
6745,Southeast,Bang Na,100.62787,13.67666,Private room,999,0,0,0.0
6748,Southeast,Phra Khanong,100.60766,13.68929,Entire home/apt,2000,1,0,0.6931471805599453
6749,Southeast,Bang Na,100.61073,13.6738,Entire home/apt,1250,2,343,1.0986122886681098
6770,Southeast,Phra Khanong,100.60312,13.70529,Entire home/apt,1599,4,275,1.6094379124341003
6782,Southeast,Phra Khanong,100.60206,13.70363,Private room,600,31,94,3.4657359027997265
6799,Southeast,Suanluang,100.63325,13.71042,Entire home/apt,1200,0,0,0.0
6801,Southeast,Phra Khanong,100.6355,13.68707,Entire home/apt,1000,1,1,0.6931471805599453
6809,Southeast,Suanluang,100.64147,13.73757,Entire home/apt,1800,0,186,0.0
6812,Southeast,Bang Na,100.63029,13.66017,Entire home/apt,866,0,2,0.0
6831,Southeast,Phra Khanong,100.60182,13.69863,Entire home/apt,686,67,245,4.219507705176107
6844,Southeast,Bang Na,100.60748,13.67718,Private room,1000,0,296,0.0
6848,Southeast,Suanluang,100.60594,13.71157,Entire home/apt,1500,0,277,0.0
6858,Southeast,Bang Na,100.60989,13.679,Entire home/apt,1500,0,200,0.0
6870,Southeast,Phra Khanong,100.60874,13.70562,Entire home/apt,1331,23,185,3.1780538303479458
6890,Southeast,Lat Krabang,100.73416,13.7212,Entire home/apt,1000,1,186,0.6931471805599453
6917,Southeast,Phra Khanong,100.60673,13.68586,Private room,630,1,185,0.6931471805599453
6921,Southeast,Phra Khanong,100.6078,13.6882,Private room,537,25,215,3.258096538021482
6925,Southeast,Suanluang,100.63294,13.74489,Private room,814,1,0,0.6931471805599453
6964,Southeast,Phra Khanong,100.60537,13.68654,Entire home/apt,800,3,316,1.3862943611198906
6981,Southeast,Suanluang,100.63957,13.73318,Private room,1718,2,1,1.0986122886681098
6985,Southeast,Bang Na,100.63408,13.65738,Entire home/apt,900,21,5,3.091042453358316
6988,Southeast,Suanluang,100.60691,13.70589,Entire home/apt,1370,18,186,2.9444389791664403
7002,Southeast,Phra Khanong,100.60662,13.68431,Entire home/apt,700,0,0,0.0
7008,Southeast,Suanluang,100.64681075513364,13.734569168761045,Entire home/apt,800,0,0,0.0
7027,Southeast,Lat Krabang,100.76569,13.72198,Hotel room,978,81,44,4.406719247264253
7029,Southeast,Suanluang,100.62806,13.72886,Entire home/apt,2400,0,7,0.0
7058,Southeast,Suanluang,100.6444,13.73756,Entire home/apt,1800,0,2,0.0
7059,Southeast,Lat Krabang,100.82424,13.70943,Private room,600,0,277,0.0
7087,Southeast,Bang Na,100.60283,13.66505,Entire home/apt,950,22,23,3.1354942159291497
7095,Southeast,Phra Khanong,100.60097,13.70302,Entire home/apt,1699,20,0,3.044522437723423
7107,Southeast,Bang Na,100.60781,13.67989,Entire home/apt,850,32,44,3.4965075614664802
7136,Southeast,Lat Krabang,100.7495,13.75257,Private room,1090,6,13,1.9459101490553132
7139,Southeast,Suanluang,100.606834,13.711642,Entire home/apt,904,27,70,3.332204510175204
7169,Southeast,Bang Na,100.63879,13.67436,Entire home/apt,2597,0,365,0.0
7190,Southeast,Lat Krabang,100.74873,13.76255,Private room,590,5,12,1.791759469228055
7194,Southeast,Suanluang,100.64294,13.73823,Private room,866,0,185,0.0
7220,Southeast,Pra Wet,100.69943,13.69332,Entire home/apt,900,3,192,1.3862943611198906
7229,Southeast,Bang Na,100.60445,13.66635,Entire home/apt,571,13,365,2.6390573296152584
7247,Southeast,Suanluang,100.60708,13.70714,Entire home/apt,1090,1,200,0.6931471805599453
7259,Southeast,Lat Krabang,100.71482,13.72102,Entire home/apt,1900,0,185,0.0
7292,Southeast,Phra Khanong,100.60863,13.68822,Entire home/apt,2000,0,187,0.0
7304,Southeast,Suanluang,100.60464,13.7103,Entire home/apt,641,70,79,4.2626798770413155
7306,Southeast,Bang Na,100.63043,13.65859,Entire home/apt,1290,0,186,0.0
7315,Southeast,Pra Wet,100.6456,13.69713,Entire home/apt,750,37,264,3.6375861597263857
7319,Southeast,Suanluang,100.63431,13.71214,Private room,1540,0,0,0.0
7334,Southeast,Phra Khanong,100.6038,13.69067,Entire home/apt,1750,9,364,2.302585092994046
7356,Southeast,Suanluang,100.60725,13.70576,Entire home/apt,975,0,94,0.0
7373,Southeast,Pra Wet,100.644,13.69222,Hotel room,1311,1,130,0.6931471805599453
7391,Southeast,Pra Wet,100.64561,13.69218,Hotel room,1691,4,247,1.6094379124341003
7392,Southeast,Pra Wet,100.64489,13.69302,Hotel room,1326,5,365,1.791759469228055
7395,Southeast,Lat Krabang,100.76358,13.72034,Private room,625,23,365,3.1780538303479458
7396,Southeast,Lat Krabang,100.76399,13.72003,Private room,625,48,365,3.8918202981106265
7397,Southeast,Pra Wet,100.70328,13.72751,Entire home/apt,2400,1,0,0.6931471805599453
7420,Southeast,Lat Krabang,100.75417,13.72437,Entire home/apt,861,1,216,0.6931471805599453
7450,Southeast,Lat Krabang,100.7241,13.72158,Private room,1500,0,3,0.0
7455,Southeast,Lat Krabang,100.75437,13.72531,Entire home/apt,990,4,124,1.6094379124341003
7469,Southeast,Phra Khanong,100.60591,13.69941,Entire home/apt,700,4,142,1.6094379124341003
7496,Southeast,Phra Khanong,100.61233,13.70223,Private room,1185,0,275,0.0
7498,Southeast,Phra Khanong,100.60478,13.69602,Entire home/apt,700,5,142,1.791759469228055
7525,Southeast,Suanluang,100.59959,13.73966,Entire home/apt,890,12,95,2.5649493574615367
7530,Southeast,Lat Krabang,100.72497,13.72291,Private room,1850,3,1,1.3862943611198906
7547,Southeast,Suanluang,100.63573,13.71375,Entire home/apt,2400,0,0,0.0
7563,Southeast,Bang Na,100.60692,13.67401,Entire home/apt,2500,0,186,0.0
7600,Southeast,Phra Khanong,100.60293,13.7042,Private room,2400,23,207,3.1780538303479458
7602,Southeast,Phra Khanong,100.61178,13.69398,Private room,900,7,0,2.0794415416798357
7643,Southeast,Suanluang,100.60371,13.74559,Private room,665,6,63,1.9459101490553132
7649,Southeast,Phra Khanong,100.62362,13.69532,Entire home/apt,743,0,198,0.0
7651,Southeast,Pra Wet,100.70078,13.73142,Entire home/apt,1500,15,365,2.772588722239781
7661,Southeast,Suanluang,100.62366,13.70996,Entire home/apt,590,6,1,1.9459101490553132
7664,Southeast,Phra Khanong,100.60984,13.68836,Entire home/apt,1500,5,199,1.791759469228055
7665,Southeast,Phra Khanong,100.60502,13.68421,Private room,600,2,0,1.0986122886681098
7670,Southeast,Phra Khanong,100.61153,13.6885,Entire home/apt,1500,3,198,1.3862943611198906
7681,Southeast,Phra Khanong,100.60776,13.68986,Entire home/apt,850,2,17,1.0986122886681098
7687,Southeast,Lat Krabang,100.82202,13.71484,Private room,1900,0,3,0.0
7712,Southeast,Suanluang,100.60605,13.71351,Entire home/apt,375,0,185,0.0
7713,Southeast,Suanluang,100.6323,13.74487,Private room,1300,0,2,0.0
7729,Southeast,Pra Wet,100.70534,13.70291,Entire home/apt,1500,0,277,0.0
7738,Southeast,Bang Na,100.62813,13.65905,Entire home/apt,790,64,309,4.174387269895637
7752,Southeast,Lat Krabang,100.73859,13.73442,Hotel room,1357,5,118,1.791759469228055
7763,Southeast,Bang Na,100.60927,13.68016,Entire home/apt,2414,3,296,1.3862943611198906
7767,Southeast,Lat Krabang,100.77664,13.72006,Hotel room,700,0,2,0.0
7789,Southeast,Suanluang,100.60471,13.74543,Entire home/apt,1009,12,154,2.5649493574615367
7799,Southeast,Pra Wet,100.64544,13.68867,Entire home/apt,899,1,190,0.6931471805599453
7805,Southeast,Phra Khanong,100.62526,13.68507,Entire home/apt,600,10,198,2.3978952727983707
7807,Southeast,Suanluang,100.60078,13.73985,Entire home/apt,828,20,215,3.044522437723423
7808,Southeast,Pra Wet,100.70437,13.7269,Entire home/apt,1800,0,295,0.0
7814,Southeast,Bang Na,100.62334,13.66233,Entire home/apt,955,0,0,0.0
7833,Southeast,Suanluang,100.63898,13.73003,Entire home/apt,700,0,23,0.0
7835,Southeast,Phra Khanong,100.63496,13.6876,Entire home/apt,810,1,279,0.6931471805599453
7844,Southeast,Pra Wet,100.70579,13.7019,Entire home/apt,1500,0,185,0.0
7845,Southeast,Pra Wet,100.65475,13.71737,Private room,500,1,186,0.6931471805599453
7856,Southeast,Phra Khanong,100.6037,13.69861,Entire home/apt,686,46,23,3.8501476017100584
7858,Southeast,Lat Krabang,100.73694,13.73454,Entire home/apt,2157,13,117,2.6390573296152584
7859,Southeast,Phra Khanong,100.60587,13.68672,Entire home/apt,2000,0,3,0.0
7874,Southeast,Bang Na,100.60395,13.67203,Entire home/apt,800,1,359,0.6931471805599453
7876,Southeast,Phra Khanong,100.6086,13.68739,Hotel room,1400,7,8,2.0794415416798357
7877,Southeast,Phra Khanong,100.60525,13.6967,Hotel room,1000,1,275,0.6931471805599453
7885,Southeast,Phra Khanong,100.60642,13.69672,Hotel room,1100,1,276,0.6931471805599453
7888,Southeast,Phra Khanong,100.60518,13.697,Shared room,350,2,276,1.0986122886681098
7899,Southeast,Lat Krabang,100.73687,13.73435,Hotel room,1357,2,200,1.0986122886681098
7914,Southeast,Phra Khanong,100.60348,13.69908,Private room,700,0,275,0.0
7970,Southeast,Suanluang,100.63544,13.7138,Private room,450,1,335,0.6931471805599453
7986,Southeast,Bang Na,100.60352,13.6726,Entire home/apt,2000,0,7,0.0
8036,Southeast,Bang Na,100.60649,13.66099,Entire home/apt,717,4,3,1.6094379124341003
8052,Southeast,Pra Wet,100.64418,13.67221,Entire home/apt,950,0,0,0.0
8083,Southeast,Phra Khanong,100.60663,13.69923,Private room,850,0,25,0.0
8119,Southeast,Phra Khanong,100.61393,13.69321,Entire home/apt,750,24,38,3.2188758248682006
8128,Southeast,Phra Khanong,100.6053,13.69858,Shared room,350,1,96,0.6931471805599453
8129,Southeast,Phra Khanong,100.60511,13.6969,Shared room,350,0,96,0.0
8134,Southeast,Lat Krabang,100.78854,13.71943,Hotel room,1399,29,4,3.4011973816621555
8140,Southeast,Suanluang,100.60339,13.7457,Entire home/apt,876,122,248,4.812184355372417
8142,Southeast,Phra Khanong,100.60373,13.69753,Entire home/apt,870,19,261,2.995732273553991
8160,Southeast,Phra Khanong,100.60411,13.70428,Entire home/apt,999,1,275,0.6931471805599453
8168,Southeast,Lat Krabang,100.72272,13.72286,Private room,730,4,7,1.6094379124341003
8195,Southeast,Bang Na,100.61051,13.65685,Private room,900,0,275,0.0
8196,Southeast,Suanluang,100.63583,13.74803,Private room,1650,0,0,0.0
8199,Southeast,Phra Khanong,100.60529,13.69822,Shared room,350,0,186,0.0
8205,Southeast,Lat Krabang,100.75399,13.71943,Hotel room,650,94,7,4.553876891600541
8211,Southeast,Suanluang,100.61386,13.72015,Entire home/apt,1600,0,0,0.0
8213,Southeast,Pra Wet,100.67619,13.70101,Entire home/apt,804,14,233,2.70805020110221
8244,Southeast,Pra Wet,100.64455,13.6775,Private room,600,0,278,0.0
8245,Southeast,Phra Khanong,100.60378,13.70406,Entire home/apt,999,2,275,1.0986122886681098
8269,Southeast,Bang Na,100.60762,13.6737,Hotel room,1800,0,0,0.0
8272,Southeast,Suanluang,100.60587,13.71056,Entire home/apt,1000,8,210,2.1972245773362196
8281,Southeast,Suanluang,100.60021,13.74087,Entire home/apt,999,27,365,3.332204510175204
8284,Southeast,Phra Khanong,100.59969,13.69239,Entire home/apt,1700,12,202,2.5649493574615367
8289,Southeast,Bang Na,100.65103,13.6614,Entire home/apt,950,5,123,1.791759469228055
8313,Southeast,Suanluang,100.60086,13.74105,Entire home/apt,999,11,365,2.4849066497880004
8319,Southeast,Phra Khanong,100.5987,13.69268,Entire home/apt,950,11,211,2.4849066497880004
8345,Southeast,Phra Khanong,100.60673,13.69983,Private room,350,9,47,2.302585092994046
8346,Southeast,Lat Krabang,100.77677,13.74637,Hotel room,1290,4,0,1.6094379124341003
8354,Southeast,Phra Khanong,100.6235,13.68562,Entire home/apt,1000,1,185,0.6931471805599453
8361,Southeast,Lat Krabang,100.75399,13.71943,Hotel room,650,14,20,2.70805020110221
8363,Southeast,Pra Wet,100.67095,13.70519,Entire home/apt,650,0,185,0.0
8375,Southeast,Bang Na,100.60889,13.67794,Entire home/apt,1662,28,48,3.367295829986474
8383,Southeast,Bang Na,100.61212,13.65953,Hotel room,1500,0,14,0.0
8387,Southeast,Bang Na,100.62054,13.65695,Hotel room,1800,0,12,0.0
8388,Southeast,Bang Na,100.61027,13.6599,Private room,2000,0,11,0.0
8396,Southeast,Lat Krabang,100.75399,13.71943,Hotel room,1286,7,209,2.0794415416798357
8397,Southeast,Phra Khanong,100.60245,13.69068,Private room,950,6,364,1.9459101490553132
8408,Southeast,Phra Khanong,100.59876,13.70212,Entire home/apt,1954,1,365,0.6931471805599453
8418,Southeast,Lat Krabang,100.72308,13.72271,Private room,730,2,3,1.0986122886681098
8420,Southeast,Lat Krabang,100.7245,13.72118,Private room,730,7,5,2.0794415416798357
8434,Southeast,Phra Khanong,100.63247,13.68357,Private room,1880,4,0,1.6094379124341003
8435,Southeast,Phra Khanong,100.63247,13.68357,Private room,1880,6,4,1.9459101490553132
8436,Southeast,Phra Khanong,100.60268,13.69282,Private room,950,1,365,0.6931471805599453
8439,Southeast,Phra Khanong,100.63247,13.68357,Private room,1880,16,3,2.833213344056216
8440,Southeast,Phra Khanong,100.63247,13.68357,Private room,1880,3,0,1.3862943611198906
8441,Southeast,Phra Khanong,100.63247,13.68357,Entire home/apt,1880,2,5,1.0986122886681098
8453,Southeast,Lat Krabang,100.76553,13.71994,Private room,625,13,365,2.6390573296152584
8456,Southeast,Bang Na,100.61004,13.67878,Entire home/apt,1662,35,36,3.58351893845611
8471,Southeast,Phra Khanong,100.5996,13.69198,Entire home/apt,950,2,194,1.0986122886681098
8478,Southeast,Phra Khanong,100.60892,13.69836,Private room,400,8,30,2.1972245773362196
8479,Southeast,Phra Khanong,100.6083,13.69844,Private room,350,7,34,2.0794415416798357
8487,Southeast,Bang Na,100.64126,13.67467,Private room,900,0,245,0.0
8496,Southeast,Bang Na,100.6353,13.67313,Private room,1600,2,124,1.0986122886681098
8515,Southeast,Bang Na,100.6084,13.67417,Entire home/apt,1455,36,24,3.6109179126442243
8527,Southeast,Phra Khanong,100.63247,13.68357,Entire home/apt,780,6,15,1.9459101490553132
8529,Southeast,Phra Khanong,100.63247,13.68357,Private room,780,0,12,0.0
8530,Southeast,Phra Khanong,100.63247,13.68357,Entire home/apt,780,2,5,1.0986122886681098
8532,Southeast,Bang Na,100.60886,13.67818,Entire home/apt,1662,31,47,3.4657359027997265
8534,Southeast,Bang Na,100.63276,13.67443,Private room,2000,0,0,0.0
8540,Southeast,Phra Khanong,100.60884,13.69237,Entire home/apt,800,0,1,0.0
8547,Southeast,Pra Wet,100.69387,13.65773,Entire home/apt,400,9,248,2.302585092994046
8555,Southeast,Bang Na,100.63172,13.65846,Entire home/apt,2713,0,2,0.0
8556,Southeast,Bang Na,100.60952,13.656,Entire home/apt,800,2,281,1.0986122886681098
8561,Southeast,Lat Krabang,100.76358,13.71857,Private room,1300,18,365,2.9444389791664403
8565,Southeast,Bang Na,100.59783,13.67428,Private room,1500,3,337,1.3862943611198906
8600,Southeast,Phra Khanong,100.60556,13.68502,Entire home/apt,550,5,35,1.791759469228055
8606,Southeast,Bang Na,100.60727,13.68062,Entire home/apt,507,7,9,2.0794415416798357
8669,Southeast,Bang Na,100.62421,13.66341,Entire home/apt,850,0,190,0.0
8680,Southeast,Lat Krabang,100.75399,13.71943,Hotel room,633,74,27,4.31748811353631
8681,Southeast,Bang Na,100.61066,13.65606,Private room,800,0,0,0.0
8689,Southeast,Bang Na,100.60578,13.65934,Entire home/apt,1100,22,16,3.1354942159291497
8691,Southeast,Phra Khanong,100.60857,13.69818,Entire home/apt,685,21,82,3.091042453358316
8717,Southeast,Phra Khanong,100.62059,13.70171,Entire home/apt,700,0,365,0.0
8724,Southeast,Pra Wet,100.70067,13.7293,Entire home/apt,700,0,312,0.0
8753,Southeast,Phra Khanong,100.60513,13.68451,Entire home/apt,750,1,190,0.6931471805599453
8775,Southeast,Phra Khanong,100.60798,13.70303,Entire home/apt,1200,0,188,0.0
8792,Southeast,Suanluang,100.63401,13.74523,Private room,800,0,1,0.0
8813,Southeast,Pra Wet,100.64612,13.69453,Entire home/apt,1200,3,0,1.3862943611198906
8819,Southeast,Suanluang,100.65065,13.73554,Private room,929,9,95,2.302585092994046
8820,Southeast,Pra Wet,100.64506,13.69629,Entire home/apt,1200,0,0,0.0
8822,Southeast,Pra Wet,100.64497,13.69681,Entire home/apt,1200,4,0,1.6094379124341003
8830,Southeast,Phra Khanong,100.60236,13.68622,Entire home/apt,750,2,281,1.0986122886681098
8848,Southeast,Pra Wet,100.64725,13.69346,Shared room,658,1,365,0.6931471805599453
8890,Southeast,Bang Na,100.60801,13.66062,Entire home/apt,1586,60,217,4.110873864173311
8895,Southeast,Bang Na,100.59882,13.66069,Entire home/apt,970,2,213,1.0986122886681098
8897,Southeast,Bang Na,100.61241,13.65889,Entire home/apt,800,0,35,0.0
8898,Southeast,Suanluang,100.64276,13.74407,Entire home/apt,1650,1,0,0.6931471805599453
8902,Southeast,Bang Na,100.616,13.68278,Entire home/apt,700,0,7,0.0
8918,Southeast,Phra Khanong,100.6029,13.70248,Shared room,346,2,1,1.0986122886681098
8929,Southeast,Suanluang,100.62703,13.74559,Entire home/apt,569,0,0,0.0
8936,Southeast,Suanluang,100.63969,13.71548,Shared room,350,0,186,0.0
8979,Southeast,Suanluang,100.62178,13.72528,Private room,755,0,186,0.0
8997,Southeast,Suanluang,100.65065,13.7355,Private room,734,12,7,2.5649493574615367
9007,Southeast,Phra Khanong,100.60282,13.70421,Entire home/apt,1685,4,277,1.6094379124341003
9021,Southeast,Phra Khanong,100.6037,13.69075,Private room,1000,0,185,0.0
9025,Southeast,Phra Khanong,100.59954,13.69185,Entire home/apt,950,5,225,1.791759469228055
9030,Southeast,Pra Wet,100.64684,13.69597,Hotel room,650,40,365,3.713572066704308
9053,Southeast,Suanluang,100.60444,13.74591,Shared room,600,0,278,0.0
9058,Southeast,Bang Na,100.5998,13.67601,Entire home/apt,1212,0,185,0.0
9064,Southeast,Pra Wet,100.643198,13.693785,Private room,1604,7,8,2.0794415416798357
9081,Southeast,Lat Krabang,100.74811,13.72371,Entire home/apt,931,11,339,2.4849066497880004
9119,Southeast,Pra Wet,100.643143,13.693626,Private room,1490,38,2,3.6635616461296463
9123,Southeast,Bang Na,100.60313,13.66637,Entire home/apt,750,29,90,3.4011973816621555
9136,Southeast,Bang Na,100.6496,13.66836,Entire home/apt,900,1,94,0.6931471805599453
9140,Southeast,Lat Krabang,100.74433,13.74126,Entire home/apt,650,0,11,0.0
9161,Southeast,Phra Khanong,100.61615,13.69078,Entire home/apt,970,29,214,3.4011973816621555
9188,Southeast,Bang Na,100.62545,13.66327,Entire home/apt,857,8,31,2.1972245773362196
9189,Southeast,Pra Wet,100.64629,13.69484,Private room,650,6,365,1.9459101490553132
9191,Southeast,Pra Wet,100.64687,13.69585,Private room,650,0,365,0.0
9192,Southeast,Pra Wet,100.6469,13.69583,Private room,650,0,365,0.0
9198,Southeast,Pra Wet,100.64397,13.69253,Private room,997,15,4,2.772588722239781
9240,Southeast,Pra Wet,100.64653,13.69502,Entire home/apt,849,2,196,1.0986122886681098
9242,Southeast,Pra Wet,100.64616,13.69683,Entire home/apt,535,1,236,0.6931471805599453
9255,Southeast,Bang Na,100.62588,13.66362,Entire home/apt,850,2,21,1.0986122886681098
9264,Southeast,Suanluang,100.60932,13.70934,Entire home/apt,1643,0,0,0.0
9269,Southeast,Phra Khanong,100.60245,13.69141,Private room,950,1,365,0.6931471805599453
9271,Southeast,Suanluang,100.60338,13.71198,Shared room,1049,2,199,1.0986122886681098
9288,Southeast,Phra Khanong,100.61773,13.68887,Entire home/apt,346,0,0,0.0
9299,Southeast,Phra Khanong,100.61027,13.68807,Entire home/apt,1700,4,198,1.6094379124341003
9300,Southeast,Pra Wet,100.64393,13.69476,Private room,993,0,5,0.0
9302,Southeast,Phra Khanong,100.62406,13.68324,Private room,841,1,30,0.6931471805599453
9321,Southeast,Bang Na,100.59278,13.67633,Entire home/apt,550,14,365,2.70805020110221
9325,Southeast,Phra Khanong,100.60893,13.69133,Entire home/apt,350,0,186,0.0
9362,Southeast,Lat Krabang,100.77814,13.74598,Private room,900,0,185,0.0
9367,Southeast,Bang Na,100.60596,13.66253,Shared room,1000,0,0,0.0
9393,Southeast,Suanluang,100.59984,13.73982,Entire home/apt,999,12,365,2.5649493574615367
9394,Southeast,Suanluang,100.61028,13.71771,Entire home/apt,1810,0,96,0.0
